Shields stress,slope,median grain size (m),flow depth (m),density (kg/m3),observation method,used in this study,citation
0.092,0.0195,0.0088,0.0677,2629,Reference,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03227"
0.113,0.0497,0.0088,0.0326,2629,Reference,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03228"
0.170,0.0775,0.0088,0.0314,2629,Reference,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03229"
0.079,0.0785,0.034,0.0557,2629,Reference,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03230"
0.050,0.00165,0.00042,0.021,2650,Reference,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03231"
0.047,0.00155,0.00044,0.022,2650,Reference,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03232"
0.034,0.00393,0.0041,0.0586,2650,Reference,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03233"
0.072,0.000713,0.00125,0.2083,2650,Reference,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03234"
0.071,0.0081,0.00216,0.0309,2630,Reference,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03235"
0.048,0.00396,0.00236,0.0472,2650,Reference,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03236"
0.042,0.00485,0.00381,0.0544,2650,Reference,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03237"
0.037,0.00427,0.004,0.0571,2650,Reference,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03238"
0.030,0.00198,0.00183,0.0457,2650,Reference,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03239"
0.036,0.00178,0.00183,0.061,2650,Reference,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03240"
0.023,0.000759,0.00067,0.0335,2650,Reference,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03241"
0.037,0.00366,0.00528,0.088,2650,Reference,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03242"
0.020,0.00515,0.0053,0.0331,2610,Reference,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03243"
0.040,0.00541,0.0003,0.0037,2690,Reference,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03244"
0.052,0.0114,0.00038,0.0029,2690,Reference,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03245"
0.042,0.0121,0.00051,0.003,2690,Reference,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03246"
0.030,0.0122,0.00079,0.0033,2690,Reference,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03247"
0.040,0.0162,0.00317,0.0132,2690,Reference,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03248"
0.041,0.0132,0.00494,0.026,2690,Reference,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03249"
0.052,0.00967,0.00494,0.0449,2690,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03250"
0.052,0.0141,0.00494,0.0309,2690,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03251"
0.069,0.0175,0.00494,0.0329,2690,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03252"
0.048,0.0138,0.00494,0.0291,2690,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03253"
0.058,0.0176,0.00494,0.0274,2690,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03254"
0.046,0.00933,0.00494,0.0412,2690,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03255"
0.047,0.0127,0.00494,0.0309,2690,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03256"
0.062,0.0189,0.00494,0.0274,2690,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03257"
0.053,0.0242,0.00494,0.0183,2690,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03258"
0.032,0.00487,0.00171,0.019,2690,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03259"
0.057,0.0193,0.00171,0.0085,2690,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03260"
0.049,0.00911,0.00317,0.0288,2690,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03261"
0.049,0.00911,0.00317,0.0288,2690,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03262"
0.060,0.00811,0.00701,0.0876,2690,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03263"
0.043,0.00219,0.00053,0.0177,2700,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03264"
0.048,0.00163,0.00053,0.0265,2700,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03265"
0.039,0.00133,0.00053,0.0265,2700,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03266"
0.040,0.00068,0.00053,0.053,2700,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03267"
0.037,0.00252,0.00051,0.0127,2700,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03268"
0.037,0.00126,0.00051,0.0255,2700,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03269"
0.034,0.00116,0.00051,0.0255,2700,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03270"
0.030,0.00102,0.00051,0.0255,2700,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03271"
0.035,0.00238,0.00055,0.0138,2700,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03272"
0.039,0.00133,0.00055,0.0275,2700,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03273"
0.038,0.00129,0.00055,0.0275,2700,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03274"
0.037,0.000629,0.00055,0.055,2700,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03275"
0.052,0.000858,0.00043,0.043,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03276"
0.044,0.00145,0.00043,0.0215,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03277"
0.052,0.00172,0.00043,0.0215,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03278"
0.051,0.000842,0.00045,0.045,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03279"
0.067,0.00111,0.00045,0.045,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03280"
0.043,0.00071,0.00048,0.048,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03281"
0.048,0.00158,0.00048,0.024,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03282"
0.049,0.00162,0.00048,0.024,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03283"
0.052,0.000858,0.00044,0.044,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03284"
0.049,0.00162,0.00044,0.022,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03285"
0.063,0.00208,0.00044,0.022,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03286"
0.053,0.000875,0.0004,0.04,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03287"
0.053,0.00175,0.0004,0.02,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03288"
0.059,0.00195,0.0004,0.02,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03289"
0.048,0.00158,0.00034,0.017,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03290"
0.076,0.001,0.00025,0.0312,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03291"
0.038,0.00251,0.004,0.1,2650,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03292"
0.042,0.00347,0.004,0.08,2650,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03293"
0.045,0.00446,0.004,0.0667,2650,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03294"
0.074,0.000977,0.00018,0.0225,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03295"
0.061,7.42E-05,0.000134,0.1675,2520,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03296"
0.022,0.0011,0.0043,0.1433,2660,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03297"
0.026,0.00216,0.0043,0.086,2660,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03298"
0.024,0.00478,0.0043,0.0358,2660,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03299"
0.032,0.0101,0.0043,0.0226,2660,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03300"
0.019,0.00126,0.0031,0.0775,2660,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03301"
0.028,0.00232,0.0031,0.062,2660,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03302"
0.029,0.00481,0.0031,0.031,2660,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03303"
0.037,0.00983,0.0031,0.0194,2660,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03304"
0.024,0.0012,0.0022,0.0733,2660,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03305"
0.028,0.00232,0.0022,0.044,2660,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03306"
0.029,0.00481,0.0022,0.022,2660,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03307"
0.035,0.00988,0.0022,0.0129,2660,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03308"
0.022,0.0011,0.0014,0.0467,2660,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03309"
0.023,0.00229,0.0014,0.0233,2660,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03310"
0.026,0.00475,0.0014,0.0127,2660,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03311"
0.030,0.00996,0.0014,0.007,2660,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03312"
0.021,0.00105,0.0038,0.1267,2660,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03313"
0.023,0.00229,0.0038,0.0633,2660,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03314"
0.033,0.00493,0.0038,0.0422,2660,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03315"
0.034,0.00959,0.0038,0.0224,2660,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03316"
0.026,0.00129,0.0017,0.0567,2660,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03317"
0.028,0.00232,0.0017,0.034,2660,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03318"
0.026,0.00475,0.0017,0.0155,2660,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03319"
0.030,0.00996,0.0017,0.0085,2660,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03320"
0.033,0.000554,0.0032,0.32,2680,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03321"
0.032,0.00108,0.0027,0.135,2680,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03322"
0.037,0.00124,0.0038,0.19,2680,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03323"
0.030,0.000504,0.0036,0.36,2680,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03324"
0.039,0.00197,0.00366,0.122,2680,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03325"
0.040,0.00403,0.00366,0.061,2680,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03326"
0.037,0.00373,0.0085,0.1417,2680,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03327"
0.050,0.0084,0.0074,0.074,2680,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03328"
0.047,0.0079,0.0085,0.085,2680,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03329"
0.040,0.00874,0.00314,0.0242,2680,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03330"
0.033,0.000554,0.00186,0.186,2680,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03331"
0.025,0.00042,0.00314,0.314,2680,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03332"
0.033,0.00111,0.0031,0.155,2680,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03333"
0.038,0.00192,0.00366,0.122,2680,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03334"
